"features"	"PC1"	"PC2"	"PC3"
1	0.0186589954342759	0.00482686464271959	0.0111930319449918
10	-0.0428272665389635	-0.00237860584605214	0.0175566106220393
100	0.0174372261238392	0.0106593689986175	-0.0254744701035099
1000	0.0176499511336253	-0.0310941480331723	-0.0155836000823699
1001	0.0162498535590003	-0.00710020044209961	-0.0311368558475075
1002	0.0153639752543299	-0.0289210082061948	-0.0146777864266075
1003	-0.00814685799794505	0.00926147212167401	-0.00628856178918611
1004	-0.00068627336064869	-0.0295785996186165	-0.004399651603092
1005	0.00333668664733044	-0.0246163283646222	-0.00402186305850745
1006	0.0025852232884378	-0.0185360193630435	-0.0284045067719568
1007	-0.00309336157543207	-0.0304218928098969	0.00759806515987792
1008	0.017307162156763	-0.0290640774217898	-0.0148824673068808
1009	-0.00192198363807179	-0.0219012723643411	0.00966007246889646
101	0.0197469694356109	0.00886956506432027	-0.0133982458500733
1010	0.0243127667854573	-0.000441605437111891	0.0165929285111918
1011	0.0119478139771933	-0.0258962997476994	-0.0153291083525663
1012	-0.0124167764721201	-0.00644016300224236	0.016294527690028
1013	0.01442744390257	-0.0261846080788412	-0.0137815641442096
1014	0.00865079079064756	-0.0279452008523483	-0.0100239238116269
1015	-0.0165888678450425	-0.00460856547844253	0.0160603244894553
1016	-0.0142440508515046	-0.00278888806077984	0.00944375536486017
1017	-0.0143333611258601	-0.00424283525767733	0.0109577882409188
1018	-0.0302033421467117	0.0264092961413403	0.013239950753515
1019	-0.0147921131646111	0.016298875341179	-0.0177907961836078
102	0.0308959115227689	0.0155072343870429	0.00856779728775711
1020	-0.0177036154272906	0.0120318577813176	-0.0157062252948495
1021	-0.0109269422606385	0.00774376533776324	-0.0197307005549219
1022	0.00726010304447777	4.85047774318287e-06	-0.0228846906928858
1023	-0.00797235142348115	-0.0188883912361581	-0.032120537741378
1024	0.0121567786907807	-0.0279997314379641	-0.0164534692781846
1025	0.00896821152096744	-0.0267268177673043	-0.0161825867111397
1026	0.0277054623773049	-0.00506645333703752	0.00363279975272305
1027	0.0224954185263428	0.00631452516406307	0.0288494407233796
1028	0.0122208840744627	-0.0289040434936251	0.00117203726755795
1029	0.0125188673559416	-0.0369242933214377	-0.00112161305434275
103	0.00543367742277692	0.0153499168740609	-0.0230147286517098
1030	-0.0331481099886678	-0.00351406014097359	-0.00067422188511405
1031	-0.018111252390848	0.00291275289519014	0.0301763363231857
1032	-0.0164617944921113	-0.00994392422032469	-0.0111489575157246
1033	0.0185724581773245	0.0206161315228959	-0.0158151026871592
1034	0.0174902767398943	-0.0309972137023383	0.00678370386172821
1035	0.0172346637669048	-0.0254437008634646	0.00741019956730746
1036	0.0174011976961927	-0.0127806183011933	-0.00234660098158356
1037	0.0171091222495257	-0.00800215427561109	0.00225499037601866
1038	0.00389467360051966	0.000474978234297513	0.0142799380283211
1039	-0.0129989084564168	-0.00130332583834014	0.00136551618664547
104	0.0322121073226121	0.0186318274801143	-0.00322450777479149
1040	0.0143645559146413	-0.0301958118670255	-0.0245911727946909
1041	0.0116072320516377	-0.0323546633286448	-0.0186935303329017
1042	0.0115516393357454	-0.0316560564614089	-0.0164662337671467
1043	0.0242325040931213	0.00249725776302375	-0.00781145071632707
1044	0.0198562245829672	-0.0106627699656744	-0.0119396052430512
1045	0.0231581409452742	-0.00530683988039541	0.00834948048936021
1046	0.0244814887877137	-0.00278533311357018	0.00788552816280864
1047	0.0108643406635925	-0.0109399004904512	-0.0305089961584862
1048	0.0186373410447324	-0.0167767683423576	0.00233831452983668
1049	0.0143829890729932	-0.0119205632554315	-0.0179107353159478
105	0.0328366781050085	0.0172593222902327	-0.00716148472165646
1050	0.000177176384939751	-0.00922307375888008	0.00649802331583324
1051	0.0188279612311356	0.0210105267435445	0.00284341506074049
1052	-0.0169091313187351	0.0173559043260613	0.0148950051884745
1053	0.0225933687113454	0.00802411033602081	-0.00422908141420323
1054	0.0260025277042805	0.00192999890042252	0.00170433658265217
1055	0.0094234201337985	0.00416165668568726	-0.0247071046137036
1056	0.0185998343573377	-0.00808414526271451	0.00300485372882881
1057	0.00272175463379919	-0.00255217077169454	0.00205401434032331
1058	-0.00488349540896574	0.000478082280851581	0.00116811294565375
1059	0.019205021123	-0.00471052059689136	-0.0019335751350225
106	0.00215139358204901	0.0158974995149997	-0.0252423085148947
1060	0.0292640400738152	0.0170772319995353	0.0181101631178999
1061	0.01816335442244	-0.00505016099094504	0.00281572290078785
1062	-0.00116074015336297	-0.00720277755670465	0.00695018200186501
1063	0.01984809407909	0.00174663416102593	0.051057707114961
1064	-0.00513656698898017	0.0198728442435864	-0.0172281940433749
1065	0.00771475470031855	-0.0101922994202258	0.00856796275630451
1066	-0.00933652514828377	-0.00101985117016002	-0.0396574802386707
1067	-0.0117459061705823	-0.0242156190206633	-0.00699567650995998
1068	0.0119544928136118	-0.0113381991753394	0.021400487695462
1069	0.0108595375691403	0.0198307593645533	-0.0179977112882981
107	0.0302490047887742	0.0169597889813141	-0.0164650141314714
1070	0.0280760391041928	0.0193489629158813	0.00289322621753523
1071	0.0170868234552002	-0.00736297370760185	0.0251224336644761
1072	0.0179417885828202	-0.0126095373967469	0.0206625425396864
1073	0.018694244726512	-0.0116068920774992	0.0204655654550956
1074	-0.0039330051947819	0.00742555334154538	0.00641568795541312
1075	0.0200474192893512	0.00521776840580055	0.0285038896571076
1076	0.029752699240001	0.00644882268219964	0.0154272106458508
1077	0.0317977651501818	0.00774956507418856	0.010523744468125
1078	-0.00134039891598484	0.0137289706852565	-0.022004172358311
1079	0.00892928014272157	-0.0272645957583854	-0.00632469331316794
108	0.0303390515315949	0.0195989367639053	-0.0172158526259765
1080	-0.0162411464195547	0.0132101876402012	0.0169476458648577
1081	0.02335632266504	0.0108807569535985	-0.027570496788171
1082	-0.00322245713639911	-0.040422359626192	-0.0153617990985053
1083	0.00999965070146641	-0.0270376978209714	-0.00833290879324522
1084	0.0104345068455932	-0.0352462718435164	-0.0108492487622934
1085	0.0303670481908932	0.00490618519662832	-0.0128414545327772
1086	-0.00934054567234622	-0.0125649266697143	0.030421076855835
1087	0.00825143127214272	0.0204054313712243	-0.0128272830965757
1088	0.00970550699977868	-0.000340481038013357	-0.0281979084784095
1089	0.0111288661275464	-0.0203831232650816	-0.0220238000029341
109	0.0229749312736389	0.000682439430953499	-0.0173111216738464
