"features"	"LV1"	"LV2"
1	0.0182052336066658	-0.0110989022841561
10	0.00743549634980062	-0.0270001434274301
100	0.0201803812185478	0.0142037905222032
1000	0.0154465051521889	-0.0075752245760056
1001	0.0222221121081038	0.000643126750867392
1002	0.0154433632864016	-0.00800998158228603
1003	0.0177601032609881	0.0126838307091455
1004	0.0267749245964089	-0.0261985558723446
1005	0.0244934313597069	-0.0213962416405141
1006	0.0132305771729254	0.00653554967970228
1007	0.0251321704169346	-0.0374010277424171
1008	0.011597351839243	0.000640022403037971
1009	0.0201613458628856	-0.0224451223314256
101	0.0202827358877251	0.00875043987645889
1010	0.0159497864654179	-0.00183986854036557
1011	0.0123652584964957	-0.0030128598651507
1012	0.0200397302667538	-0.0252510595015802
1013	0.0116192352931475	-0.00292007063966013
1014	0.0141545932963675	-0.0112852830260989
1015	0.0216324736502738	-0.0254489385274017
1016	0.0222251099702085	-0.0187491466824407
1017	0.0219577736644744	-0.0220828622444401
1018	0.0184975890433639	-0.00748880394170699
1019	0.0138151104954448	0.0154372591236364
102	0.0242608532107638	0.00792025606595795
1020	0.0149765446881914	0.00878893895368162
1021	0.0159593796396231	0.0121521437481289
1022	0.0136899035721366	0.0180684089621936
1023	0.0157165385295319	0.001105759307597
1024	0.0127046378937307	-0.00168114493190934
1025	0.0134342059719036	-0.00289038142063295
1026	0.0204868654185779	0.00800886258949786
1027	0.0125238043358379	0.000253531518400493
1028	0.0182636053571606	-0.0183858738354575
1029	0.0210679735136511	-0.0241832622607278
103	0.0104705910122952	0.0138055283904315
1030	0.0184524331254099	-0.0204785026994925
1031	0.0230734500902112	-0.0357293780892065
1032	0.0193839777645453	-0.0257652337198448
1033	0.0184977647582111	0.0144345982972661
1034	0.0204169864732008	-0.0343400872547958
1035	0.0183765902311344	-0.0304888344186828
1036	0.0212904594103624	-0.0216198244749375
1037	0.0180941802964512	-0.0204147800640459
1038	0.0176753536602837	-0.0299490135778394
1039	0.0276357195416587	-0.0222812477080957
104	0.0268336224474555	0.0135279100540488
1040	0.0144267350379168	0.00429203973542075
1041	0.0137962704349213	-0.00234969345986116
1042	0.0128989293923254	-0.0035752722454448
1043	0.0213968003335119	0.0114491648612197
1044	0.0224829225726055	-0.000411832218271273
1045	0.0190473372934423	-0.0124832246434544
1046	0.0204969341531856	-0.013248391733793
1047	0.0189715256644959	0.00445301129020177
1048	0.0163349758128079	-0.00741864164864391
1049	0.0194774368420386	-0.00494609479511347
105	0.0287173878816198	0.0121999804867392
1050	0.0213493722289739	-0.027981868212376
1051	0.0207697788359594	-0.00238830814947033
1052	0.0290998053842499	-0.0178283882748364
1053	0.0217969782057358	-0.00246915461555291
1054	0.0195474362454189	0.0136073832669797
1055	0.00839663647104777	0.0213932778937512
1056	0.0124655741840686	-0.0117412307917426
1057	0.0211513886764889	-0.0246889305402592
1058	0.0225283362667834	-0.0266655731772009
1059	0.0167459535717546	-0.0138026443113714
106	0.00833009603806752	0.0137266485399417
1060	0.0191621740456649	0.0105922256879958
1061	0.0153053811124604	-0.0168575082748451
1062	0.0212959742680934	-0.030042929584442
1063	0.0105007460886317	-0.029525515296878
1064	0.0109002799398661	0.0153568493977455
1065	0.0195605564286321	-0.00520319826928234
1066	0.0179536163641083	0.0172272287030733
1067	0.0280902686132643	-0.0336273257887647
1068	0.00657697999791353	-0.0326337467681113
1069	0.0154138149321349	0.0124554297149937
107	0.0287922218842427	0.0163261731137554
1070	0.0199683886315615	0.0198129016277118
1071	0.010279470043127	-0.0275438299891096
1072	0.0103408812032537	-0.0274080884766541
1073	0.0110509986857105	-0.0260850699262262
1074	0.020761190618688	-0.00410086564585526
1075	0.0113369387471554	-0.00173261487799828
1076	0.0196563055029886	0.00407428738169055
1077	0.0217350718099241	0.00774872390778668
1078	0.00507255573806262	0.01248078931594
1079	0.0143761963542394	-0.0103757176561317
108	0.0293735605766397	0.0174421207753951
1080	0.027604382670416	-0.0209796492659061
1081	0.0218996241352156	0.0177086982327543
1082	0.0226257527841493	-0.0345640762362794
1083	0.0141436919642018	-0.00978773197911914
1084	0.0173004123271444	-0.0150377738712592
1085	0.0236403035368402	0.0110113467469627
1086	0.0138088422180014	-0.0443324258282722
1087	0.0150365724344424	0.0153776262570879
1088	0.00903263131153431	0.0206796519730209
1089	0.018842778870282	-0.00554365884650918
109	0.018340951944638	0.0130057377454441
1090	0.0140561027737591	-0.0106245386052611
1091	0.0263848538083855	-0.0340205509170228
1092	0.0119798632383064	0.0323787459196839
1093	0.0299233480773562	-0.0170857461648933
1094	0.0288908034094158	-0.0188884330542499
1095	0.00685978351561098	0.0112878620140206
1096	0.0212787083734707	-0.0250140058772267
1097	0.0179608526955982	-0.0139592791756453
1098	0.019750740145124	-0.0257631657224497
1099	0.00657722503995	0.0129082528886317
11	0.00891413679784617	-0.0322157423079019
110	0.00621624689291262	-0.0341851507067994
1100	0.0189878694393628	0.00911312248207032
1102	0.019085484037309	-0.0179101507158606
1103	0.0271554467697103	-0.0160433468054865
1104	0.0261793931841099	-0.00870897128177888
1105	0.0268324043541264	-0.00649189556504681
1106	0.0105607113141076	0.0137420782936403
1107	0.00618511807732916	0.00995981667995338
1108	0.0254883049618558	0.0071904786867669
1109	0.0248550516395116	0.00583094264570944
111	0.00739338340374965	-0.0237162742639392
1110	0.0276463356293863	-0.00972774562280137
1111	0.0274154522078822	0.00472201637707142
1112	0.012345965105277	-0.00121323418438064
1113	0.0265768905255034	0.00951501522793706
1114	0.028165781113572	0.00781789495120755
1115	0.0305532992138672	-0.0213896886820088
1116	0.0306735857309003	-0.0212826527918156
1117	0.0308851632796582	-0.0214479280361462
1118	0.0301911506565444	-0.0195722169190562
1119	0.0292639317112093	-0.0212421810342509
112	0.0217147190241837	0.0073064649581447
1120	0.0240850086367673	-0.007866587606531
1121	0.0173685436334237	-0.0167780135678793
1122	0.0184426635503042	-0.0268686602718996
1123	0.0184257164834872	-0.0288745870452787
1124	0.0202680481034059	-0.0288428343780243
1125	0.022092089773487	-0.023570634497897
1126	0.0191296207302346	-0.0279442022301589
1127	0.016868701296636	-0.00365728126982293
1128	0.0256392156092717	-0.00866648058334469
1129	0.0176462142690772	-0.0302996618570321
113	0.00853632657706815	0.0140686728833102
1130	0.0313277677335883	0.0164687536135255
1131	0.0190697486463716	-0.00940067013233061
