"feature_id","feature_id_full","feature_id_full_annotated","feature_mz","feature_rt","control_negative_vs_control_positive_p_value","control_negative_vs_P2_negative_p_value","control_negative_vs_P2_positive_p_value","control_positive_vs_P2_negative_p_value","control_positive_vs_P2_positive_p_value","P2_negative_vs_P2_positive_p_value","control_negative_vs_control_positive_p_value_minus_log10","control_negative_vs_P2_negative_p_value_minus_log10","control_negative_vs_P2_positive_p_value_minus_log10","control_positive_vs_P2_negative_p_value_minus_log10","control_positive_vs_P2_positive_p_value_minus_log10","P2_negative_vs_P2_positive_p_value_minus_log10","P2_negative_vs_P2_positive_fold_change","control_positive_vs_P2_positive_fold_change","control_negative_vs_P2_positive_fold_change","control_positive_vs_P2_negative_fold_change","control_negative_vs_P2_negative_fold_change","control_negative_vs_control_positive_fold_change","P2_negative_vs_P2_positive_fold_change_log2","control_positive_vs_P2_positive_fold_change_log2","control_negative_vs_P2_positive_fold_change_log2","control_positive_vs_P2_negative_fold_change_log2","control_negative_vs_P2_negative_fold_change_log2","control_negative_vs_control_positive_fold_change_log2","sirius_name","sirius_chebiasciiname","sirius_chebiid","sirius_confidencescoreapproximate","sirius_confidencescoreexact","sirius_csi_fingeridscore","sirius_siriusscore","sirius_zodiacscore","sirius_inchi","sirius_inchikey2d","sirius_molecularformula","sirius_adduct","sirius_smiles","canopus_npc_pathway","canopus_npc_class","canopus_npc_superclass","met_annot_structure_exact_mass","met_annot_structure_inchi","met_annot_structure_inchikey","met_annot_short_inchikey","met_annot_structure_smiles","met_annot_structure_molecular_formula","met_annot_structure_nametraditional","met_annot_structure_wikidata","met_annot_structure_taxonomy_npclassifier_01pathway","met_annot_structure_taxonomy_npclassifier_02superclass","met_annot_structure_taxonomy_npclassifier_01pathway_consensus","met_annot_structure_taxonomy_npclassifier_02superclass_consensus","met_annot_structure_taxonomy_npclassifier_03class_consensus","met_annot_organism_name","met_annot_organism_taxonomy_01domain","met_annot_organism_taxonomy_02kingdom","met_annot_organism_taxonomy_03phylum","met_annot_organism_taxonomy_04class","met_annot_organism_taxonomy_05order","met_annot_organism_taxonomy_06family","met_annot_organism_taxonomy_07tribe","met_annot_organism_taxonomy_08genus","met_annot_organism_taxonomy_09species","met_annot_organism_taxonomy_10varietas","met_annot_organism_taxonomy_ottid","met_annot_organism_wikidata","met_annot_score_taxo","control_negative","control_negative.pval","control_positive","control_positive.pval","P2_negative","P2_negative.pval","P2_positive","P2_positive.pval","MeanDecreaseAccuracy","MeanDecreaseAccuracy.pval","MeanDecreaseGini","MeanDecreaseGini.pval"
965,"965_249.21_5.3","NA_[965_249.21_5.3]",249.206468701773,5.309868,0.020538552786982,0.975907647597107,0.96374683472081,0.00466220788021354,0.0104512956790025,0.555274427565282,1.68743016145787,0.0105912786823553,0.0160370353124972,2.33140836590406,1.9808298654037,0.255492326929051,1.12329069623129,0.616564610923507,1.06256305886752,0.548891407177251,0.945937736716309,1.72336043951011,0.167731330890951,-0.697676009708176,0.0875484619711888,-0.865407340599127,-0.080182868919762,0.785224471679365,NA,NA,NA,0.509,0.509,-30.57,53.705,1,"InChI=1S/C13H28O4/c1-2-3-8-15-10-5-12-17-13-6-11-16-9-4-7-14/h14H,2-13H2,1H3","QSSDFXGXUGCLSY","C13H28O4","[M + H]+","CCCCOCCCOCCCOCCCO","Fatty acids","Monoacylglycerols","Glycerolipids",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1.87872185474727,0.0778443113772455,1.00100150250438,0.255489021956088,1.81332546491592,0.0818363273453094,0.147366666666667,0.235528942115768
972,"972_279.16_5.3","NA_[972_279.16_5.3]",279.156941813067,5.3431835,0.0114897494909902,0.00420804847392731,0.0077553310507239,0.997007363158121,0.818803349644205,0.71899445063033,1.93968944005555,2.37591926604113,2.11039965878733,0.00130163429904324,0.0868203893497629,0.14327446159198,1.10372107309242,1.13804986270056,0.578702820995848,1.03110277627658,0.524319807879025,0.508503924092223,0.142375627452009,0.186563769502906,-0.789105418073469,0.0441881420508971,-0.931481045525478,-0.975669187576375,"1-isothiocyanato-10-methanesulfinyldecane",NA,NA,0.063,0.063,-153.45,28.88,0.58,"InChI=1S/C12H23NOS2/c1-16(14)11-9-7-5-3-2-4-6-8-10-13-12-15/h2-11H2,1H3","BULCNSNGNSSTBP","C12H23NOS2","[M + H3N + H]+","CS(=O)CCCCCCCCCCN=C=S","Fatty acids","Primary amides","Fatty amides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,-1.00100150250438,0.724550898203593,-0.929278138329161,0.588822355289421,-0.960645214664667,0.610778443113772,0.0623904761904762,0.688622754491018
1068,"1068_334.3_5.8","NA_[1068_334.3_5.8]",334.296845092249,5.819562,0.004109590679925,0.00254280369575399,0.00139297014057649,0.755384408591165,0.995720913286605,0.632403050906199,2.38620143221211,2.59468716603016,2.8560581929241,0.121831983411992,0.00186237121903737,0.199006043565048,0.908646929607986,1.02953488944384,0.514767444721922,1.13304173039798,0.56652086519899,0.5,-0.138208275554481,0.041992721640606,-0.958007278359394,0.180200997195087,-0.819799002804913,-1,"(1-Hydroxy-3-tridecoxypropan-2-yl) acetate",NA,NA,0.264,0.264,-76.462,53.312,0.202,"InChI=1S/C18H36O4/c1-3-4-5-6-7-8-9-10-11-12-13-14-21-16-18(15-19)22-17(2)20/h18-19H,3-16H2,1-2H3","RHCIFNALYFFESQ","C18H36O4","[M + H3N + H]+","CCCCCCCCCCCCCOCC(CO)OC(=O)C","Fatty acids","Monoacylglycerols","Glycerolipids",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0.600798403193613,0,0.606786427145709,0,0.489021956087824,0.00826666666666667,0.974051896207585
1071,"1071_290.27_5.8","NA_[1071_290.27_5.8]",290.270386683283,5.83337,0.0262644937953368,0.037518569730816,0.0154727975064844,0.546931295752677,0.937968512656039,0.594398621729595,1.58063096508781,1.4257537259927,1.81043115806592,0.262067225310993,0.0278117405220644,0.225922206272927,0.8733339353443,1.11134903688188,0.555674518440942,1.27253618794024,0.63626809397012,0.5,-0.195394694472244,0.152311989270439,-0.847688010729561,0.347706683742682,-0.652293316257318,-1,"2-aminohexadecane-1,3,4-triol",NA,NA,0.172,0.172,-189.405,9.905,0.169,"InChI=1S/C16H35NO3/c1-2-3-4-5-6-7-8-9-10-11-12-15(19)16(20)14(17)13-18/h14-16,18-20H,2-13,17H2,1H3","OCHZTELGZBWSJD","C16H35NO3","[M + H]+","CCCCCCCCCCCCC(C(C(CO)N)O)O","Fatty acids","Sphingoid bases","Spingolipids","nan","nan","nan","OCHZTELGZBWSJD",NA,"nan","nan","nan","nan","nan","Fatty acids","Fatty Acids and Conjugates","Hydroxy fatty acids","nan","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","nan","nan","nan",0,0,1,0,1,0,0.502994011976048,1.67131567616219,0.0798403193612774,1.21396815587476,0.137724550898204,0.0912,0.411177644710579
1130,"1130_293.18_6","NA_[1130_293.18_6]",293.176040893563,5.9988713,0.000163477893570962,3.93407467329521e-05,4.33110995883279e-05,0.998612463642177,0.999867771761893,0.983995804401768,3.7865409668523,4.40515740092602,4.3634007902004,0.000603017835041983,5.74297911655325e-05,0.00700675332581827,0.992224523510869,0.997554656611338,1.91769564054376,1.00537190219972,1.93272348657361,1.92239656026279,-0.0112614800168878,-0.00353220526977932,0.939373766903929,0.00772927474710857,0.950635246920816,0.942905972173708,"11-hydroperoxy-3,7,11-trimethyl-8-oxododeca-1,6,9-trien-3-yl acetate",NA,NA,0.073,0.073,-176.765,165.846,0.999,"InChI=1S/C17H26O5/c1-7-17(6,21-14(3)18)11-8-9-13(2)15(19)10-12-16(4,5)22-20/h7,9-10,12,20H,1,8,11H2,2-6H3","BCZPLJUGHXOZHA","C17H26O5","[M - H2O + H]+","CC(=CCCC(C)(C=C)OC(=O)C)C(=O)C=CC(C)(C)OO","Polyketides","Azaphilones","Chromanes","292.167459248","InChI=1S/C17H24O4/c1-9(2)10-5-6-17(3)12(10)7-11-15(19)13(18)8-14(20-4)16(11)21-17/h10,12-14,18H,1,5-8H2,2-4H3/t10-,12+,13-,14-,17-/m0/s1","OICVSQXUNLEFRY-QWKMPEQISA-N","OICVSQXUNLEFRY","C=C(C)[C@@H]1CC[C@]2(C)OC3=C(C[C@H]12)C(=O)[C@@H](O)C[C@@H]3OC","C17H24O4","Coibanol B","http://www.wikidata.org/entity/Q77559318","Terpenoids","Meroterpenoids","Polyketides","Meroterpenoids","Miscellaneous meroterpenoids","Pycnoporus sanguineus","['Eukaryota']","['Fungi']","['Basidiomycota']","['Agaricomycetes']","['Polyporales']","['Polyporaceae']","['Unknown']","['Pycnoporus']","['Pycnoporus sanguineus']","nan","365511.0","http://www.wikidata.org/entity/Q1316813",0,0,1,0,1,-1.34406227991274,0.764471057884232,-1.41705050316284,0.868263473053892,-1.51099471303875,0.81437125748503,0.0513047619047619,0.892215568862275
1164,"1164_230.25_6.2","NA_[1164_230.25_6.2]",230.249319784175,6.193199,0.0208341765031597,0.00600749951028356,0.0140826402369267,0.998976652789094,0.874114218007119,0.54206575196809,1.68122366089913,2.22130625592667,1.8513159153051,0.000444661607200898,0.0584318156387527,0.26594803083254,1.13303500473425,1.11019030268978,0.619768766581183,0.979837602590371,0.54699878114229,0.558254530848994,0.180192433423557,0.150806996588577,-0.690198043147861,-0.0293854368349801,-0.870390476571418,-0.841005039736438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,-1.00100150250438,0.748502994011976,-1.67131567616219,0.952095808383233,-1.72842140580061,0.932135728542914,0.0725333333333334,0.67065868263473
1169,"1169_230.25_6.2","1-dodecyl-sn-glycero-3-phosphocholine_[1169_230.25_6.2]",230.249203554337,6.1948647,0.0265591177730483,0.0164310036958384,0.0186253654620656,0.92400902983806,0.880050781974125,0.997277410647437,1.5757863552325,1.78433590666535,1.72989519688296,0.0343237846352179,0.0554922668329848,0.00118401806216589,1.01853299848613,1.12474032898704,0.603077299676336,1.10427480568501,0.592103840104056,0.536192474061526,0.0264927215714539,0.169591962042613,-0.729585162890765,0.143099240471159,-0.756077884462219,-0.899177124933378,"Dodecane, 1-(ethenyloxy)-","1-dodecyl-sn-glycero-3-phosphocholine","CHEBI:78104",0.308,0.308,-93.131,57.993,0.999,"InChI=1S/C14H28O/c1-3-5-6-7-8-9-10-11-12-13-14-15-4-2/h4H,2-3,5-14H2,1H3","LAYAKLSFVAPMEL","C14H28O","[M + H3N + H]+","CCCCCCCCCCCCOC=C","Fatty acids","Fatty alcohols","Fatty acyls",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,-1.00100150250438,0.788423153692615,-1.41705050316284,0.912175648702595,-1.35521105606168,0.792415169660679,0.0531952380952381,0.834331337325349
1283,"1283_302.31_6.6","NA_[1283_302.31_6.6]",302.30697683148,6.6208005,0.0071335112435067,0.00489688172172564,0.00460428534554991,0.756766783662221,0.792237548177486,0.99946230453364,2.14669664990649,2.31008038571473,2.33683776928255,0.121037938430776,0.101144578013717,0.000233580977329933,0.991068162629731,1.13595569514381,0.571439591412467,1.14619330736004,0.576589595912547,0.503047428570817,-0.0129438099214915,0.183906567551414,-0.807327099992672,0.196850377472905,-0.794383290071181,-0.991233667544086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,-1.00100150250438,0.784431137724551,-1.00100150250438,0.740518962075848,-1.00100150250438,0.708582834331337,0.0168333333333333,1
1289,"1289_302.31_6.6","NA_[1289_302.31_6.6]",302.306876513,6.6300254,0.00716676324682941,0.00419910024437109,0.00418824416473629,0.845296727613538,0.84663482649547,0.999999957734884,2.14467694215999,2.37684375740361,2.37796800791329,0.0729908122997944,0.0723038707028801,1.83555069792468e-08,0.999611725637031,1.11825609620741,0.564841949615412,1.1186904550312,0.56506134845052,0.505109653800311,-0.00056027027429132,0.16125062326022,-0.824080856393881,0.161810893534511,-0.82352058611959,-0.985331479654101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1.00100150250438,0.217564870259481,0,0.48502994011976,1.00100150250438,0.19560878243513,0.0777904761904762,0.590818363273453
1312,"1312_318.3_6.7","NA_[1312_318.3_6.7]",318.302292424598,6.680587,0.00469712306240178,0.00271801068341593,0.00293819501228854,0.811386080889827,0.763996968902676,0.998657542940793,2.32816806135776,2.56574884056178,2.53191938283094,0.0907724467729191,0.116908364449773,0.000583413384391402,1.01156107136317,1.13428197537922,0.567140987689611,1.12131833409789,0.560659167048945,0.5,0.0165834229046549,0.181779329797378,-0.818220670202621,0.165195906892724,-0.834804093107276,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"317.292994108","InChI=1S/C18H39NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-17(21)18(22)16(19)15-20/h16-18,20-22H,2-15,19H2,1H3/t16-,17+,18-/m0/s1","AERBNCYCJBRYDG-KSZLIROESA-N","AERBNCYCJBRYDG","CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@@H](N)CO","C18H39NO3","Phytosphingosine","http://www.wikidata.org/entity/Q3746193","Fatty acids","Sphingolipids","Fatty acids","Fatty Acids and Conjugates","Hydroxy fatty acids","Vitis vinifera","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Vitales']","['Vitaceae']","['Viteae']","['Vitis']","['Vitis vinifera']","nan","756728.0","http://www.wikidata.org/entity/Q30046",4,0,1,0,1,-1.00100150250438,0.726546906187625,1.00100150250438,0.245508982035928,-0.447303065060821,0.489021956087824,0.0526428571428572,0.766467065868264
1315,"1315_318.3_6.7","NA_[1315_318.3_6.7]",318.301883205123,6.684939,0.00883950792313404,0.00942855578850588,0.00511439980879491,0.532942340125986,0.86983464363814,0.733223403160361,2.05357191057694,2.02555482487843,2.29120532481057,0.273319775438147,0.060563299313523,0.134763681596897,0.916239051883085,1.11765261268463,0.558826306342317,1.21982643109088,0.609913215545439,0.5,-0.126204040263937,0.160471841279319,-0.839528158720681,0.286675881543257,-0.713324118456743,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"317.292994108","InChI=1S/C18H39NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-17(21)18(22)16(19)15-20/h16-18,20-22H,2-15,19H2,1H3/t16-,17+,18-/m0/s1","AERBNCYCJBRYDG-KSZLIROESA-N","AERBNCYCJBRYDG","CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@@H](N)CO","C18H39NO3","Phytosphingosine","http://www.wikidata.org/entity/Q3746193","Fatty acids","Sphingolipids","Fatty acids","Fatty Acids and Conjugates","Hydroxy fatty acids","Vitis vinifera","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Vitales']","['Vitaceae']","['Viteae']","['Vitis']","['Vitis vinifera']","nan","756728.0","http://www.wikidata.org/entity/Q30046",4,0,1,0,1,-1.34406227991274,0.842315369261477,0,0.477045908183633,-1.40275209380409,0.796407185628742,0.051847619047619,0.790419161676647
1390,"1390_374.33_7","NA_[1390_374.33_7]",374.328220833796,7.017692,0.03634870119388,0.0169120422643956,0.0214524793746537,0.991301346501509,0.953899642080434,0.98282578441193,1.43951110267037,1.77180394470252,1.66852250690565,0.00379430391168062,0.0204973141673339,0.00752345833671759,1.03486119313571,1.08198584569766,0.6140464239898,1.04553717240006,0.593361146463703,0.56751798226516,0.0494372707155084,0.113681626266987,-0.703580362536199,0.0642443555514787,-0.753017633251707,-0.817261988803186,"Dodecyl hydrogen azelate",NA,NA,0.199,0.199,-146.866,52.093,0.299,"InChI=1S/C21H40O4/c1-2-3-4-5-6-7-8-9-13-16-19-25-21(24)18-15-12-10-11-14-17-20(22)23/h2-19H2,1H3,(H,22,23)","FIQPWWYQZYPWCG","C21H40O4","[M + H3N + H]+","CCCCCCCCCCCCOC(=O)CCCCCCCC(=O)O","Fatty acids","Monoacylglycerols","Fatty esters",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,-1.00100150250438,0.758483033932136,0,0.497005988023952,-1.00100150250438,0.726546906187625,0.043852380952381,0.900199600798403
1671,"1671_324.22_7.9","NA_[1671_324.22_7.9]",324.218502964722,7.8630943,0.0430177668478865,0.925464706960258,0.763996958906914,0.0293126608528956,0.0445951778034505,0.931087887319331,1.36635213859786,0.0336401386233061,0.116908370131869,1.53294475674823,1.35071210017971,0.0310093231257103,1.05983956059078,0.650372543193252,1.17430876808378,0.613651884093397,1.10800616597968,1.80559400973181,0.083845884921636,-0.620661742509889,0.231811794831798,-0.704507627431525,0.147965909910162,0.852473537341687,"(4E)-4-Fluoro-5-[(2-methoxyethoxy)methoxy]-6-(allyloxy)-4-octen-3-ol",NA,NA,0.005,0.005,-130.746,29.454,0.226,"InChI=1S/C15H27FO5/c1-5-8-20-13(7-3)15(14(16)12(17)6-2)21-11-19-10-9-18-4/h5,12-13,17H,1,6-11H2,2-4H3","VAGRPRINVLBCCA","C15H27FO5","[M + H3N + H]+","CCC(C(=C(C(CC)OCC=C)OCOCCOC)F)O","Fatty acids","Halogenated fatty acids","Fatty esters",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0.469061876247505,0,0.487025948103792,0,0.387225548902196,0.0600333333333333,0.788423153692615
1672,"1672_279.16_7.9","NA_[1672_279.16_7.9]",279.160620485454,7.8620796,0.0101742273720465,0.999801240400355,0.998530966200507,0.00291920606982576,0.00354941930111841,0.981148255084794,1.99249856105086,8.63287769721198e-05,0.00063846234913907,2.53473524662577,2.44984269340935,0.00826536417918756,1.02954976970989,0.571349187557498,1.01935404350641,0.554950527276106,0.990096907887844,1.78411742889513,0.042013573319471,-0.807555357735334,0.027655217449568,-0.849568931054806,-0.014358355869903,0.835210575184902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"278.151809184","InChI=1S/C16H22O4/c1-2-3-4-5-6-9-12-20-16(19)14-11-8-7-10-13(14)15(17)18/h7-8,10-11H,2-6,9,12H2,1H3,(H,17,18)","PKIYFBICNICNGJ-UHFFFAOYSA-N","PKIYFBICNICNGJ","CCCCCCCCOC(=O)c1ccccc1C(=O)O","C16H22O4","Octyl hydrogen phthalate","http://www.wikidata.org/entity/Q27225611","Shikimates and Phenylpropanoids","Phenolic acids (C6-C1)","Shikimates and Phenylpropanoids","Phenolic acids (C6-C1)","Shikimic acids and derivatives","Aloe vera","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Asparagales']","['Asphodelaceae']","['Unknown']","['Aloe']","['Aloe vera']","nan","62303.0","http://www.wikidata.org/entity/Q80079",0,0,1,0,1,-1.41705050316284,0.862275449101796,-1.63736530665978,0.906187624750499,-1.63736530665978,0.854291417165669,0.0844571428571429,0.574850299401198
1674,"1674_301.14_7.9","NA_[1674_301.14_7.9]",301.142669601947,7.871126,0.0292163727176018,0.999470192122334,0.869983606251649,0.0110446491240872,0.0214738660006892,0.741843052024952,1.53437370375131,0.000230153611722576,0.0604889310383091,1.95684807661403,1.66808976126374,0.129687966485538,1.10273391154228,0.622555340258923,1.12225808510193,0.564556266695582,1.01770524453388,1.80266397624214,0.14108471222565,-0.683726007797453,0.16640448992193,-0.824810720023103,0.0253197776962791,0.850130497719382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0.461077844311377,-1.26693979201741,0.786427145708583,-1.40834895880057,0.80439121756487,0.0206666666666667,1
1675,"1675_279.16_7.9","NA_[1675_279.16_7.9]",279.160564598157,7.871158,0.014974538264397,0.931136162594333,0.981127318109232,0.00286587131970184,0.00344596478558234,0.983905503429169,1.82464656007829,0.0309868063017532,0.00827463179998343,2.54274331372864,2.46268916493367,0.00704661021699611,1.0277523525946,0.571349187557498,0.956809009060108,0.555921070007874,0.930972336521157,1.6746484109839,0.0394926743320846,-0.807555357735334,-0.0636971212531521,-0.847048032067419,-0.103189795585237,0.743858236482182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"278.151809184","InChI=1S/C16H22O4/c1-2-3-4-5-6-9-12-20-16(19)14-11-8-7-10-13(14)15(17)18/h7-8,10-11H,2-6,9,12H2,1H3,(H,17,18)","PKIYFBICNICNGJ-UHFFFAOYSA-N","PKIYFBICNICNGJ","CCCCCCCCOC(=O)c1ccccc1C(=O)O","C16H22O4","Octyl hydrogen phthalate","http://www.wikidata.org/entity/Q27225611","Shikimates and Phenylpropanoids","Phenolic acids (C6-C1)","Shikimates and Phenylpropanoids","Phenolic acids (C6-C1)","Shikimic acids and derivatives","Aloe vera","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Asparagales']","['Asphodelaceae']","['Unknown']","['Aloe']","['Aloe vera']","nan","62303.0","http://www.wikidata.org/entity/Q80079",0,0,1,0,1,-0.817041456918251,0.568862275449102,-2.00804832225625,0.99001996007984,-1.48284066559631,0.820359281437126,0.0603142857142857,0.820359281437126
1734,"1734_156.99_8.1","NA_[1734_156.99_8.1]",156.991670172993,8.081162,5.74782491480352e-05,0.408822497845597,0.0777243504167688,2.71827245497125e-05,4.97925111822006e-05,0.218642784437232,4.24049646943357,0.388465212625428,1.10944289889676,4.56570701568283,4.30283597042927,0.660264850497499,0.954362784782137,1.81021696088986,0.905108480444928,1.89678075230385,0.948390376151923,0.5,-0.0673903084102388,0.856162619762365,-0.143837380237635,0.923552928172604,-0.076447071827396,-1,"Acetic acid, (acetylthio)-",NA,NA,0.065,0.065,-80.609,9.803,0.268,"InChI=1S/C4H6O3S/c1-3(5)8-2-4(6)7/h2H2,1H3,(H,6,7)","QSBWDKUBOZHGOU","C4H6O3S","[M + Na]+","CC(=O)SCC(=O)O","Fatty acids","Thia fatty acids","Fatty Acids and Conjugates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0.118679837378162,0.281437125748503,1.41705050316284,0.127744510978044,1.37540750729894,0.12375249500998,0.203347619047619,0.063872255489022
1855,"1855_254.25_8.4","NA_[1855_254.25_8.4]",254.249150756596,8.414452,0.0125547245444576,0.628144742639837,0.896628689211849,0.0123268119430678,0.00727337755912416,0.823201789588749,1.90119281143648,0.20194027077437,0.0473873692321483,1.90914922953245,2.1382638677306,0.0844936941157964,1.04976569315606,1.85398754345442,0.943354688776573,1.76609652567375,0.898633566448936,0.508824717893669,0.0700673554691425,0.890631550836744,-0.0841277879007545,0.820564195367601,-0.154195143369897,-0.974759338737498,"11-Hexadecynal",NA,NA,0.26,0.26,-100.068,203.899,1,"InChI=1S/C16H28O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17/h16H,2-4,7-15H2,1H3","CJULORNYMKTGAE","C16H28O","[M + H3N + H]+","CCCCC#CCCCCCCCCCC=O","Fatty acids","Fatty aldehydes","Fatty acyls","253.240564612","InChI=1S/C16H31NO/c1-3-4-5-6-7-8-9-10-11-12-13-14-16(18)15(2)17/h3,6-7,15-16,18H,1,4-5,8-14,17H2,2H3/b7-6+/t15-,16+/m0/s1","PKCDBAJESFUNQJ-BUWFCSEKSA-N","PKCDBAJESFUNQJ","C=CCC/C=C/CCCCCCC[C@@H](O)[C@H](C)N","C16H31NO","(2S,3R,11E)-2-Amino-11,15-hexadecadiene-3-ol","http://www.wikidata.org/entity/Q105210304","Fatty acids","Sphingolipids","Fatty acids","Fatty amides","Primary amides","Pseudodistoma obscurum","['Eukaryota']","['Metazoa']","['Chordata']","['Ascidiacea']","['Enterogona']","['Pseudodistomidae']","['Unknown']","['Pseudodistoma']","['Pseudodistoma obscurum']","nan","3644423.0","http://www.wikidata.org/entity/Q4915771",1,0,1,0,1,-0.14286005839829,0.463073852295409,0.301538758438308,0.261477045908184,0.578691553028547,0.219560878243513,0.0925809523809524,0.463073852295409
1861,"1861_383.07_8.5","NA_[1861_383.07_8.5]",383.072474441958,8.457518,0.0193194114002233,0.480305842996623,0.974824959844609,0.0290289681511621,0.00434813743669049,0.0804143301988788,1.71400610926261,0.318482130067771,0.0110733594790995,1.53716840110325,2.36169673711266,1.0946665511056,1.17800283438065,1.84978115486456,1.03306676857903,1.57026884900249,0.876964586525957,0.558480534771513,0.236343010426422,0.887354597515919,0.0469335006549749,0.651011587089496,-0.189409509771448,-0.840421096860944,"1-[2-(4-Acetylpiperazin-1-yl)ethyl]-3-[(5-chlorothiophen-2-yl)methyl]urea",NA,NA,0.002,0.002,-241.076,84.201,0.956,"InChI=1S/C14H21ClN4O2S/c1-11(20)19-8-6-18(7-9-19)5-4-16-14(21)17-10-12-2-3-13(15)22-12/h2-3H,4-10H2,1H3,(H2,16,17,21)","BVDIXHUBKWZGBI","C14H21ClN4O2S","[M + K]+","CC(=O)N1CCN(CC1)CCNC(=O)NCC2=CC=C(S2)Cl","Amino acids and Peptides","Cyclamides","Oligopeptides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,3.58376646708699,0.0179640718562874,4.13283570099415,0.00399201596806387,4.07253150092764,0.0119760479041916,0.286452380952381,0.029940119760479
