"feature_id"	"feature"	"VIP"	"LV1"	"LV2"
62	"NA_[62_182.99_0.4]"	26.3093411840917	0.570825189072892	-0.49472858968882
2112	"NA_[2112_282.28_9.3]"	22.1783113860267	0.399691038621033	0.309989912668662
2127	"NA_[2127_282.28_9.4]"	16.98459744787	0.36457091489635	-0.208891459523961
2536	"NA_[2536_663.45_11]"	12.1175696472082	0.247892754710553	0.126269656978271
59	"NA_[59_141.96_0.4]"	11.7916847463883	0.246699108288573	-0.271409159797459
95	"NA_[95_175.12_0.4]"	9.78830514971633	0.12109120620404	0.297170371373531
47	"NA_[47_328.92_0.4]"	8.88136388402314	0.167375994748709	-0.265585540821303
55	"NA_[55_287.89_0.4]"	8.17291693978781	0.148291338820368	-0.257626212976815
2551	"NA_[2551_708.51_11]"	7.76882458245145	0.164239403530263	0.0453050468775216
49	"NA_[49_154.99_0.4]"	7.63064098725121	0.157295852055717	-0.14591911683363
171	"NA_[171_175.12_0.4]"	7.37610257658434	0.112294154744772	0.233318404232061
108	"NA_[108_147.08_0.4]"	7.24700273977346	0.0984384220045671	0.171413910514767
690	"NA_[690_202.13_3.6]"	6.64768937840185	0.0742992834450738	0.236726777015845
2368	"NA_[2368_607.3_10.4]"	6.29131738157105	0.0594050187263012	0.174146026835444
711	"NA_[711_218.21_3.7]"	5.8007190164548	0.0301859548153223	0.0524416829651163
72	"NA_[72_131.13_0.4]"	5.31787784493551	0.0590930997759964	0.157980174688835
2482	"NA_[2482_338.34_10.8]"	5.0145773030644	0.104481336432746	0.0411982873560298
970	"NA_[970_234.1_5.3]"	4.68715788689674	0.0497526908367433	0.166938469050172
107	"vanilpyruvic acid_[107_130.05_0.4]"	4.46746609200709	0.0601880732040552	0.10659124845681
169	"NA_[169_136.06_0.5]"	4.2149358425992	0.0435040699512545	0.12188457903179
32	"NA_[32_167.01_0.4]"	3.86384955110892	0.056474673753516	0.0949559069485191
2220	"NA_[2220_1071.65_9.9]"	3.6330764506141	0.0575161414248167	0.24970223575289
31	"NA_[31_151.04_0.4]"	3.59630641382579	0.047637402928278	0.0920705015848916
34	"NA_[34_271.92_0.4]"	3.42742160224579	0.058202747405515	0.0667514757797967
2834	"NA_[2834_565.57_11.8]"	3.34201876868203	0.06912962410625	0.0260019136682834
1071	"NA_[1071_290.27_5.8]"	3.28480323726164	0.0242075935186598	0.0692204680776419
1073	"NA_[1073_290.27_5.8]"	3.25479493705691	0.0269945927810999	0.0752010535820746
29	"NA_[29_125.99_0.4]"	3.10425241434414	0.0480241341992543	0.0716733534820791
292	"NA_[292_146.06_1.2]"	3.10196565537	0.0396495870781735	0.131616724283742
2219	"NA_[2219_1066.69_9.9]"	2.85325179582842	0.0378329161675156	0.172895958939391
2313	"NA_[2313_409.19_10.2]"	2.71236335950391	0.055629552755216	0.0222086414676906
2321	"NA_[2321_409.19_10.2]"	2.65332384132486	0.0534317637623848	0.0238574420994492
1855	"NA_[1855_254.25_8.4]"	2.49839985636189	0.0313365198707116	0.035518518016996
2752	"NA_[2752_647.46_11.6]"	2.4385448920244	0.0285375515504386	0.0155037137763886
2496	"NA_[2496_769.49_10.9]"	2.40446952302647	0.0274799332298703	0.0484316622543398
741	"NA_[741_234.21_3.9]"	2.36640987979485	0.0301543887057042	0.0887992213174336
2085	"NA_[2085_256.27_9.2]"	2.32658940714766	0.0492193870812613	0.0449714367384041
2336	"NA_[2336_1099.68_10.2]"	2.27572115537076	0.0362181036373304	0.161339979609966
1995	"NA_[1995_280.26_8.7]"	2.22076851753033	0.0483512981629084	0.0302131722189316
60	"NA_[60_159.97_0.4]"	2.13633079853753	0.0455513109173647	-0.0374226088640422
1939	"NA_[1939_650.38_8.6]"	2.09737017084244	0.0219989739591162	0.00596761101025225
105	"NA_[105_185.03_0.4]"	2.0542123094998	0.0265138556334496	0.0613094040133528
2621	"NA_[2621_663.45_11.1]"	2.03972043752482	0.0447559210696804	0.00328559825332871
158	"NA_[158_175.11_0.5]"	2.01984802816291	0.0196283526021832	0.0846839211917255
1975	"NA_[1975_280.27_8.7]"	2.00220387991506	0.0437566510505387	0.0192039753770517
2727	"NA_[2727_663.45_11.5]"	1.91327448503665	0.0396625959956709	0.017861431369558
104	"NA_[104_133.06_0.4]"	1.89608139740587	0.02471685306968	0.0539038656504933
2722	"NA_[2722_647.46_11.5]"	1.80220230363789	0.0396069335688885	0.0103669541870567
134	"NA_[134_203.05_0.4]"	1.77900207201871	0.012197802374251	-0.051518972735353
321	"NA_[321_195.12_1.6]"	1.76683536168944	0.0185826950822221	0.00801580941228192
1970	"NA_[1970_562.33_8.7]"	1.75735895538432	0.0228874712890439	-0.0120064375001744
2714	"NA_[2714_871.57_11.4]"	1.75255902941302	0.0157137368140047	-0.0300410415375401
2754	"NA_[2754_663.45_11.5]"	1.74910634971794	0.0377240519490298	0.00682866010231732
35	"NA_[35_312.94_0.4]"	1.74042439530155	0.0273983511496301	0.0376761441248995
336	"NA_[336_195.12_1.6]"	1.73110146165023	0.0181609900890833	0.0106517711599257
2837	"NA_[2837_587.55_11.8]"	1.7218907227349	0.0348113439673648	0.0150459986044755
2687	"NA_[2687_871.57_11.4]"	1.68698813884629	0.0157304335373766	-0.0187670333245904
587	"NA_[587_178.04_3.1]"	1.68375553198138	0.0206496202565489	0.0673027986482538
2421	"NA_[2421_130.16_10.6]"	1.66487847352309	0.0168151807631849	0.00564572379110018
356	"NA_[356_239.15_1.8]"	1.65109135688241	0.015645959649663	-0.00187595106832529
